,Unnamed: 0,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
482,96984,16 August 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
484,97094,16 August 2020,Battles,Mali,Sikasso,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020),,
486,97987,15 August 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
487,98325,14 August 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
490,98465,14 August 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dan Na Ambassagou,,
503,100362,11 August 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),JNIM: Group for Support of Islam and Muslims,,
504,100373,11 August 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dan Na Ambassagou,,
505,100584,11 August 2020,Explosions/Remote violence,Mali,Gao,Military Forces of France (2017-),,,
510,100735,10 August 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,Police Forces of Mali (2013-2020) Prison Guards
512,101409,09 August 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
513,101681,09 August 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),Military Forces of France (2017-),,
516,102534,07 August 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dan Na Ambassagou,,
520,103302,06 August 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dan Na Ambassagou,,
525,103948,05 August 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),MSA: Movement for Azawad Salvation,,
528,104389,04 August 2020,Battles,Mali,Kayes,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
529,104454,04 August 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),,
534,105372,02 August 2020,Explosions/Remote violence,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
537,105691,02 August 2020,Battles,Mali,Tombouctou,MAA: Arab Movement of the Azawad (Platform),Tourmouz Clan Militia (Mali),,
539,105710,02 August 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
544,106764,31 July 2020,Battles,Mali,Sikasso,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020),,
547,107478,29 July 2020,Battles,Mali,Tombouctou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,
548,107531,29 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
549,107738,29 July 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,,,
550,107908,28 July 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),Military Forces of Mali (2013-2020),
552,108062,28 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
553,108218,28 July 2020,Explosions/Remote violence,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
555,108772,27 July 2020,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Unidentified Armed Group (Mali),,
557,109020,27 July 2020,Battles,Mali,Tombouctou,Military Forces of France (2017-),Unidentified Armed Group (Mali),,
559,109401,26 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),Farmers (Mali)
560,109439,26 July 2020,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
562,109819,25 July 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
564,109948,25 July 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
567,110319,25 July 2020,Battles,Mali,Koulikoro,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
568,110376,24 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Military Forces of Mali (2013-2020),,
570,110586,24 July 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
572,110870,23 July 2020,Battles,Mali,Tombouctou,Tourmouz Clan Militia (Mali),Oulad Aich Clan Militia (Mali),,MAA: Arab Movement of the Azawad (Platform)
575,111127,23 July 2020,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),,
576,111148,23 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),Military Forces of France (2017-),,
577,111150,23 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),Farmers (Mali)
578,111170,23 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),Farmers (Mali)
579,111436,23 July 2020,Explosions/Remote violence,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),,Military Forces of Mali (2013-2020); Police Forces of Mali (2013-2020) Gendarmerie; Civilians (Mali)
580,111443,23 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
581,111741,22 July 2020,Battles,Mali,Menaka,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
582,111789,22 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),Military Forces of France (2017-),,
585,112162,22 July 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,Police Forces of Mali (2013-2020)
590,112840,21 July 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020) Gendarmerie,,
593,112889,20 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),Farmers (Mali)
594,113169,20 July 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
596,113586,20 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),Farmers (Mali)
598,114008,19 July 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Fulani Ethnic Militia (Mali),,
601,114046,19 July 2020,Battles,Mali,Segou,Dozo Communal Militia (Mali),Dozo Communal Militia (Mali),,
604,114903,17 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dan Na Ambassagou,,
608,115032,17 July 2020,Explosions/Remote violence,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
610,115850,16 July 2020,Battles,Mali,Gao,Unidentified Armed Group (Sudan),Military Forces of Mali (2013-2020),,
614,116052,15 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),JNIM: Group for Support of Islam and Muslims,,
615,116124,15 July 2020,Battles,Mali,Tombouctou,Islamic State (Greater Sahara),JNIM: Group for Support of Islam and Muslims,,
616,116529,15 July 2020,Battles,Mali,Tombouctou,MAA: Arab Movement of the Azawad (Platform),MAA: Arab Movement of the Azawad (Platform),,
617,116892,14 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
618,116894,14 July 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
619,116908,14 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
620,116911,14 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
621,116914,14 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
622,116915,14 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
627,117463,13 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),JNIM: Group for Support of Islam and Muslims,,
632,117979,12 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),Military Forces of Mali (2013-2020),,
633,118314,12 July 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
635,118654,11 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
637,119216,10 July 2020,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
641,119754,09 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),Islamic State (Greater Sahara),,
642,119953,09 July 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
643,119957,09 July 2020,Battles,Mali,Gao,Islamic State (Greater Sahara),JNIM: Group for Support of Islam and Muslims,,
646,120334,09 July 2020,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Dozo Communal Militia (Mali),Farmers (Mali),
647,120968,08 July 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,,,
648,120988,08 July 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Kembedi Communal Militia (Mali),,
650,121523,07 July 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
651,121528,07 July 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,Labour Group (Mali)
656,122203,06 July 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
660,122611,05 July 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),,Farmers (Mali)
664,122649,05 July 2020,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Fulani Ethnic Militia (Mali),Dan Na Ambassagou; Farmers (Mali),Pastoralists (Mali)
667,123502,03 July 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Batourou Communal Militia (Mali),,
670,124437,02 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
672,124469,02 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
675,125070,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
676,125071,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
677,125073,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
678,125083,01 July 2020,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dogon Ethnic Militia (Mali),,
685,125860,30 June 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Dogon Ethnic Militia (Mali),,
686,126077,29 June 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
687,126307,29 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
691,126575,29 June 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Islamic State (Greater Sahara),,
694,127104,28 June 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),,
696,127756,27 June 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),,
697,127955,26 June 2020,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
699,128442,26 June 2020,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
704,129487,24 June 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Koira Beri Communal Militia (Mali),,
709,130210,23 June 2020,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Goundaka Communal Militia (Mali),,
710,130851,22 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
713,130951,22 June 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
715,131091,22 June 2020,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Fulani Ethnic Militia (Mali),,Pastoralists (Mali)
719,131421,21 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
721,131944,20 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
722,131950,20 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
727,132496,19 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dozo Communal Militia (Mali),Pastoralists (Mali),
731,133275,18 June 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Dogon Ethnic Militia (Mali),,
734,134366,17 June 2020,Battles,Mali,Tombouctou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
737,135164,16 June 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
738,135585,15 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
739,136051,14 June 2020,Battles,Mali,Segou,Katiba Macina,Military Forces of Mali (2013-2020),JNIM: Group for Support of Islam and Muslims,
740,136150,14 June 2020,Battles,Mali,Segou,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,
742,136386,14 June 2020,Battles,Mali,Mopti,Dan Na Ambassagou,Somadougou Communal Militia (Mali),,
744,136763,13 June 2020,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
745,136842,13 June 2020,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
746,137097,13 June 2020,Battles,Mali,Gao,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
747,137100,13 June 2020,Battles,Mali,Tombouctou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Military Forces of Mali (2013-2020),
749,138052,11 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dan Na Ambassagou,Pastoralists (Mali),
755,139223,09 June 2020,Battles,Mali,Mopti,Katiba Macina,Military Forces of Mali (2013-2020),JNIM: Group for Support of Islam and Muslims,
757,139483,09 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
759,139560,09 June 2020,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,,,
762,140067,08 June 2020,Battles,Mali,Mopti,Katiba Macina,Dan Na Ambassagou,JNIM: Group for Support of Islam and Muslims; Fulani Ethnic Group (Mali),
763,140095,08 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
765,140268,08 June 2020,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
